Ind. Gravidade,Latitude GPS,Longitude GPS
3,40.17282,-8.390245
3,40.26771,-8.440436
6,40.19025,-8.552642
3,40.17559,-8.378792
3,40.1816,-8.378234
3,40.22778,-8.533416
10,40.24579,-8.494062
6,40.26656,-8.478184
3,40.1475,-8.463367
3,40.20341,-8.53144
6,40.28803,-8.446059
10,40.219,-8.555236
3,40.16932,-8.463997
3,40.26573,-8.441566
3,40.16779,-8.469885
3,40.17756,-8.38935
100,40.27396,-8.438551
3,40.23557,-8.557062
6,40.19187,-8.547242
3,40.17984,-8.390604
3,40.16738,-8.467734
10,40.25362,-8.488172
9,40.17409,-8.385509
6,40.23682,-8.487915
3,40.17184,-8.389404
3,40.13522,-8.491799
3,40.16403,-8.461719
3,40.3133,-8.402824
3,40.30814,-8.404605
3,40.18385,-8.357227
3,40.26849,-8.430569
3,40.17039,-8.505653
3,40.14223,-8.471328
3,40.2505,-8.480458
3,40.30066,-8.446802
3,40.17268,-8.390869
3,40.1679,-8.458313
6,40.15747,-8.459367
9,40.19501,-8.402653
3,40.30902,-8.449332
3,40.30394,-8.427332
6,40.30511,-8.448233
3,40.28831,-8.446051
3,40.1913,-8.510493
3,40.28817,-8.446017
3,40.18554,-8.510635
3,40.24098,-8.473356
6,40.279,-8.570972
100,40.223014,-8.546978
6,40.14548,-8.464417
3,40.25133,-8.479326
6,40.27101,-8.438471
3,40.18819,-8.511067
3,40.16502,-8.409123
3,40.25041,-8.47153
